Locus	wtA	wtB	wtC								
AT1G80170	66	272	106								
AT1G80180	7780	6394	6762								
AT1G80190	215	376	190								
AT1G80200	0	1	0								
AT1G80210	569	841	564								
AT1G80220	0	0	0								
AT1G80230	930	1803	933								
AT1G80240	519	1711	1131								
AT1G80245	109	497	223								
AT1G80250	0	0	0								
AT1G80260	68	235	111								
AT1G80270	59	272	161								
AT1G80280	1718	1620	1448								
AT1G80290	303	684	452								
AT1G80300	1698	2883	2239								
AT1G80310	118	231	192								
AT1G80320	0	2	0								
AT1G80325	11	35	25								
AT1G80330	0	1	0								
AT1G80340	0	3	0								
AT1G80350	334	316	229								
AT1G80360	641	1135	879								
AT1G80370	0	4	0								
AT1G80380	6032	3576	2692								
AT1G80390	0	0	0								
AT1G80400	346	804	453								
AT1G80410	1360	1641	1005								
AT1G80420	931	1620	792								
AT1G80430	0	0	0								
AT1G80440	1308	2978	2031								
AT1G80450	116	95	77								
AT1G80460	2006	4194	2862								
AT1G80470	0	0	0								
AT1G80480	1360	3237	2184								
AT1G80490	168	331	355								
AT1G80500	1358	2120	1163								
AT1G80510	329	217	160								
AT1G80520	1	1	6								
AT1G80530	655	1371	1103								
AT1G80540	0	0	0								
AT1G80550	716	1076	507								
AT1G80555	4	3	12								
AT1G80560	3165	4639	3765								
AT1G80570	94	266	177								
AT1G80580	0	0	1								
AT1G80590	0	0	0								
AT1G80600	911	3103	2282								
AT1G80610	71	109	90								
AT1G80620	302	975	730								
AT1G80630	71	138	53								
AT1G80640	360	743	442								
AT1G80650	234	409	223								
AT1G80660	8	7	3								
AT1G80670	381	547	446								
AT1G80680	47	230	181								
AT1G80690	597	438	301								
AT1G80700	89	62	45								
AT1G80710	0	0	0								
AT1G80720	24	53	19								
AT1G80730	2	3	0								
AT1G80740	34	14	15								
AT1G80745	7	7	7								
AT1G80750	633	1442	856								
AT1G80760	9	19	9								
AT1G80770	72	182	110								
AT1G80780	900	1556	1446								
AT1G80790	27	87	132								
AT1G80800	0	0	0								
AT1G80810	107	210	253								
AT1G80820	8	31	7								
AT1G80830	2167	5165	2969								
AT1G80831	0	0	0								
AT1G80840	801	1226	578								
AT1G80850	47	208	107								
AT1G80860	610	1229	653								
AT1G80865	0	0	0								
AT1G80870	229	149	289								
AT1G80880	0	0	0								
AT1G80890	191	470	250								
AT1G80900	148	324	201								
AT1G80910	600	1053	751								
AT1G80920	2651	3164	2539								
AT1G80930	2173	3334	2917								
AT1G80940	445	1096	790								
AT1G80950	384	909	519								
AT1G80960	10	54	17								
AT1G80970	5	8	11								
AT1G80980	48	63	82								
AT1G80990	0	0	0								
AT1G81001	0	0	0								
AT1G81020	0	0	0								
AT2G01008	55	152	187								
AT2G01010	0	0	0								
AT2G01020	0	0	0								
AT2G01021	0	0	0								
AT2G01022	0	0	0								
AT2G01023	0	0	0								
AT2G01024	0	0	0								
AT2G01026	0	0	0								
AT2G01028	0	0	0								
AT2G01029	0	0	0								
AT2G01031	0	0	0								
AT2G01034	0	0	0								
AT2G01037	0	0	0								
AT2G01040	0	0	0								
AT2G01050	0	0	0								
AT2G01060	672	1779	1019								
AT2G01070	1778	1378	1003								
AT2G01080	208	575	377								
AT2G01090	424	692	524								
AT2G01100	1635	3012	1440								
AT2G01110	511	977	629								
AT2G01120	20	171	93								
AT2G01130	23	63	57								
AT2G01140	4898	11728	7140								
AT2G01150	718	1007	904								
AT2G01160	0	0	0								
AT2G01170	187	214	109								
AT2G01175	1	10	2								
AT2G01180	244	488	351								
AT2G01190	255	535	439								
AT2G01200	100	160	159								
AT2G01210	3	14	0								
AT2G01220	398	1126	534								
AT2G01240	0	0	0								
AT2G01250	9190	18625	10938								
AT2G01260	615	1240	646								
AT2G01270	1116	1896	1483								
AT2G01275	72	186	84								
AT2G01280	0	0	0								
AT2G01290	143	501	270								
AT2G01300	117	67	98								
AT2G01310	0	0	0								
AT2G01320	300	1137	656								
AT2G01330	70	234	115								
AT2G01340	204	518	239								
AT2G01350	526	1686	1145								
AT2G01360	0	0	0								
AT2G01370	0	0	0								
AT2G01372	0	0	0								
AT2G01390	0	0	1								
AT2G01400	4	7	7								
AT2G01410	406	873	702								
AT2G01420	1298	1012	792								
AT2G01422	46	30	60								
AT2G01430	0	2	0								
AT2G01440	67	225	172								
AT2G01450	9523	29468	10487								
AT2G01460	8	53	30								
AT2G01470	373	1343	471								
AT2G01480	351	510	406								
AT2G01490	4807	9591	4920								
AT2G01500	0	0	0								
AT2G01505	0	0	0								
AT2G01510	0	0	0								
AT2G01520	0	3	0								
AT2G01530	924	1962	767								
AT2G01540	617	762	552								
AT2G01550	0	0	0								
AT2G01554	0	0	0								
AT2G01560	0	0	0								
AT2G01570	3273	2483	2649								
AT2G01580	0	3	3								
AT2G01590	138	274	128								
AT2G01600	1943	3410	2794								
AT2G01610	28	23	21								
AT2G01620	331	992	438								
AT2G01630	330	635	403								
AT2G01640	413	575	375								
AT2G01650	67	305	146								
AT2G01660	54	93	83								
AT2G01667	0	0	0								
AT2G01670	1547	2671	1501								
AT2G01680	259	674	421								
AT2G01690	867	1039	1100								
AT2G01700	0	0	0								
AT2G01710	653	780	493								
AT2G01720	980	3778	2020								
AT2G01730	40	78	34								
AT2G01735	26	213	67								
AT2G01740	0	5	2								
AT2G01750	87	97	121								
AT2G01755	205	344	227								
AT2G01760	13	65	38								
AT2G01770	2	9	8								
AT2G01780	0	0	0								
AT2G01790	0	0	0								
AT2G01800	0	0	0								
AT2G01810	0	0	0								
AT2G01818	20	17	22								
AT2G01820	410	410	387								
AT2G01830	234	554	389								
AT2G01840	0	0	0								
AT2G01850	309	200	309								
AT2G01860	67	256	117								
AT2G01870	113	223	196								
AT2G01880	164	164	96								
AT2G01890	357	666	376								
AT2G01900	39	49	36								
AT2G01905	0	0	0								
AT2G01910	342	490	610								
AT2G01913	16	44	37								
AT2G01918	44	72	30								
AT2G01920	0	0	0								
AT2G01930	1037	1247	698								
AT2G01940	115	166	149								
AT2G01950	273	257	353								
AT2G01960	0	0	0								
AT2G01970	678	1182	1060								
AT2G01973	0	0	0								
AT2G01980	48	105	62								
AT2G01990	28	57	58								
AT2G02000	16	14	10								
AT2G02010	11	6	0								
AT2G02020	24	59	31								
AT2G02023	0	0	0								
AT2G02026	0	0	0								
AT2G02030	0	0	0								
AT2G02040	4855	8224	5367								
AT2G02050	1804	2175	2050								
AT2G02060	121	272	215								
AT2G02061	0	1	0								
AT2G02070	182	216	185								
AT2G02080	286	361	524								
AT2G02090	27	93	39								
AT2G02100	9798	31364	19557								
AT2G02103	0	0	0								
AT2G02110	0	0	0								
AT2G02120	150	363	262								
AT2G02130	6713	11667	6266								
AT2G02135	0	0	0								
AT2G02140	0	0	0								
AT2G02147	0	0	0								
AT2G02148	55	145	93								
AT2G02150	0	0	0								
AT2G02160	900	1705	1504								
AT2G02170	421	765	436								
AT2G02180	456	919	637								
AT2G02190	0	0	0								
AT2G02200	0	0	0								
AT2G02205	0	0	0								
AT2G02210	0	0	0								
AT2G02220	201	209	187								
AT2G02230	61	144	124								
AT2G02240	0	0	0								
AT2G02250	0	0	0								
AT2G02260	0	0	0								
AT2G02270	0	0	0								
AT2G02280	0	0	0								
AT2G02290	0	0	0								
AT2G02300	28	20	16								
AT2G02310	0	6	0								
AT2G02320	0	0	0								
AT2G02330	0	0	0								
AT2G02340	0	0	0								
AT2G02350	27	91	43								
AT2G02360	327	822	374								
AT2G02370	177	423	252								
AT2G02380	4	11	0								
AT2G02390	816	2122	538								
AT2G02400	44	117	125								
AT2G02410	511	803	395								
AT2G02430	0	0	0								
AT2G02440	0	0	0								
AT2G02450	100	278	151								
AT2G02470	2366	2250	1935								
AT2G02480	257	409	342								
AT2G02490	0	0	0								
AT2G02498	0	0	0								
AT2G02500	82	374	223								
AT2G02510	5609	11351	6110								
AT2G02515	0	0	0								
AT2G02520	0	4	2								
AT2G02540	15	49	65								
AT2G02550	0	0	0								
AT2G02560	927	824	798								
AT2G02570	917	1599	831								
AT2G02580	0	0	0								
AT2G02590	160	220	173								
AT2G02600	0	0	0								
AT2G02610	31	25	35								
AT2G02620	2	4	3								
AT2G02630	207	104	112								
AT2G02640	1	0	0								
AT2G02650	0	0	0								
AT2G02660	0	0	0								
AT2G02670	0	0	0								
AT2G02680	1	6	4								
AT2G02690	1	2	0								
AT2G02700	3	10	2								
AT2G02710	758	1489	596								
AT2G02720	0	0	0								
AT2G02730	118	98	80								
AT2G02740	295	1032	508								
AT2G02741	0	0	0								
AT2G02750	8	40	21								
AT2G02760	15826	18447	12496								
AT2G02770	18	184	53								
AT2G02780	539	1799	922								
AT2G02790	1	1	5								
AT2G02795	0	0	0								
AT2G02800	560	969	617								
AT2G02810	68	87	88								
AT2G02820	1037	907	1027								
AT2G02830	0	0	0								
AT2G02835	0	0	0								
AT2G02840	0	0	0								
AT2G02850	246	542	460								
AT2G02860	448	817	378								
AT2G02870	1493	1270	1221								
AT2G02880	74	186	98								
AT2G02890	0	0	0								
AT2G02900	0	0	0								
AT2G02910	127	315	150								
AT2G02930	733	1288	985								
AT2G02950	207	379	240								
AT2G02955	33	99	71								
AT2G02960	1347	1854	1062								
AT2G02970	389	609	383								
AT2G02980	22	37	23								
AT2G02990	456	665	599								
AT2G03000	0	0	0								
AT2G03010	2	4	0								
AT2G03020	40	91	99								
AT2G03030	0	0	0								
AT2G03040	0	0	0								
AT2G03050	292	853	415								
AT2G03060	170	310	121								
AT2G03070	93	276	181								
AT2G03080	0	0	0								
AT2G03090	191	230	228								
AT2G03100	0	0	0								
AT2G03110	1	4	0								
AT2G03120	2074	1832	1208								
AT2G03130	0	0	0								
AT2G03140	87	309	187								
AT2G03150	450	1407	907								
AT2G03160	0	0	0								
AT2G03170	0	0	0								
AT2G03180	0	0	0								
AT2G03190	0	0	1								
AT2G03200	231	165	253								
AT2G03210	1	2	0								
AT2G03220	928	1290	872								
AT2G03230	0	0	0								
AT2G03240	328	1382	633								
AT2G03250	0	0	0								
AT2G03260	10	24	14								
AT2G03270	23	42	24								
AT2G03280	36	66	36								
AT2G03290	0	0	0								
AT2G03291	1	1	0								
AT2G03300	0	0	0								
AT2G03310	0	8	2								
AT2G03320	0	0	0								
AT2G03330	4	3	10								
AT2G03340	208	340	277								
AT2G03350	387	575	453								
AT2G03360	27	86	57								
AT2G03370	12	9	3								
AT2G03380	0	8	1								
AT2G03390	352	1252	625								
AT2G03410	0	0	0								
AT2G03420	210	688	410								
AT2G03430	274	524	230								
AT2G03440	12767	21577	18632								
AT2G03445	0	0	0								
AT2G03450	192	339	132								
AT2G03460	1	8	7								
AT2G03470	438	570	638								
AT2G03480	163	257	233								
AT2G03490	0	0	0								
AT2G03500	10	28	45								
AT2G03505	22	96	73								
AT2G03510	158	403	229								
AT2G03520	4	5	10								
AT2G03530	23	39	34								
AT2G03540	0	0	0								
AT2G03550	173	250	216								
AT2G03560	0	0	0								
AT2G03565	0	0	0								
AT2G03570	0	0	0								
AT2G03580	0	0	0								
AT2G03590	382	927	587								
AT2G03600	0	6	4								
AT2G03610	0	0	0								
AT2G03620	131	358	198								
AT2G03630	0	1	0								
AT2G03640	1878	3434	2103								
AT2G03650	0	0	0								
AT2G03660	0	0	0								
AT2G03667	64	227	150								
AT2G03670	9	34	13								
AT2G03680	8396	18888	11748								
AT2G03690	362	516	457								
AT2G03700	0	0	0								
AT2G03710	5	8	6								
AT2G03720	26	46	21								
AT2G03730	1304	1112	864								
AT2G03740	0	0	0								
AT2G03750	289	314	170								
AT2G03760	209	214	261								
AT2G03770	0	0	0								
AT2G03780	507	822	587								
AT2G03790	0	0	0								
AT2G03800	447	769	548								
AT2G03810	548	302	294								
AT2G03820	2288	3687	2567								
AT2G03821	0	0	0								
AT2G03822	0	0	0								
AT2G03830	52	150	97								
AT2G03840	0	0	0								
AT2G03850	237	377	240								
AT2G03860	0	0	0								
AT2G03870	663	1704	1019								
AT2G03880	12	29	25								
AT2G03890	2625	3315	2705								
AT2G03900	0	0	0								
AT2G03910	0	0	0								
AT2G03913	0	0	0								
AT2G03915	0	0	0								
AT2G03920	0	0	0								
AT2G03930	0	0	0								
AT2G03931	0	0	0								
AT2G03932	0	0	0								
AT2G03933	0	0	0								
AT2G03934	0	0	0								
AT2G03935	0	0	0								
AT2G03936	0	0	0								
AT2G03937	0	0	0								
AT2G03938	0	0	0								
AT2G03940	0	0	0								
AT2G03950	0	0	0								
AT2G03955	0	0	0								
AT2G03958	0	0	0								
AT2G03960	0	0	0								
AT2G03970	0	0	0								
AT2G03972	1	3	2								
AT2G03980	1842	2157	1382								
AT2G03990	0	0	0								
AT2G04000	0	0	0								
AT2G04010	0	0	0								
AT2G04020	0	0	0								
AT2G04025	4	16	10								
AT2G04030	685	1171	1141								
AT2G04031	0	0	0								
AT2G04032	0	0	0								
AT2G04033	0	0	0								
AT2G04034	0	0	0								
AT2G04035	0	0	0								
AT2G04036	0	0	0								
AT2G04037	0	0	0								
AT2G04038	9	14	2								
AT2G04039	154	478	204								
AT2G04040	32	76	49								
AT2G04041	0	0	0								
AT2G04042	0	0	0								
AT2G04043	0	0	0								
AT2G04045	0	0	0								
AT2G04046	0	0	0								
AT2G04047	0	0	0								
AT2G04050	0	7	0								
AT2G04060	0	0	0								
AT2G04063	0	0	0								
AT2G04066	0	0	0								
AT2G04070	10	10	11								
AT2G04080	33	64	34								
AT2G04090	0	1	0								
AT2G04100	24	54	38								
AT2G04110	312	536	312								
AT2G04115	0	0	0								
AT2G04120	0	0	0								
AT2G04130	0	0	0								
AT2G04135	0	1	0								
AT2G04140	0	0	0								
AT2G04150	0	0	0								
AT2G04160	292	681	527								
AT2G04170	953	546	407								
AT2G04180	0	0	0								
AT2G04190	0	0	0								
AT2G04200	0	0	0								
AT2G04210	0	0	0								
AT2G04220	1	1	1								
AT2G04230	44	102	43								
AT2G04235	47	93	63								
AT2G04240	863	2007	1465								
AT2G04250	0	0	0								
AT2G04260	0	0	0								
AT2G04270	117	370	137								
AT2G04280	4283	6614	5406								
AT2G04290	0	0	0								
AT2G04300	0	0	0								
AT2G04305	1104	1541	1385								
AT2G04310	0	0	0								
AT2G04320	0	0	0								
AT2G04330	0	0	0								
AT2G04340	271	607	365								
AT2G04350	478	904	517								
AT2G04360	237	634	330								
AT2G04370	0	0	0								
AT2G04378	599	1627	1303								
AT2G04380	7	37	34								
AT2G04390	15286	25093	16570								
AT2G04395	0	0	0								
AT2G04400	306	857	535								
AT2G04410	5314	8728	4845								
AT2G04420	0	0	0								
AT2G04425	0	0	0								
AT2G04430	0	16	6								
AT2G04440	0	0	0								
AT2G04450	0	3	3								
AT2G04460	0	0	0								
AT2G04470	0	0	0								
AT2G04480	0	1	0								
AT2G04490	0	0	0								
AT2G04495	6	9	6								
AT2G04500	163	131	94								
AT2G04510	1	1	0								
AT2G04515	6	31	11								
AT2G04520	3740	8151	5442								
AT2G04530	251	698	542								
AT2G04540	86	450	176								
AT2G04550	1060	1800	1244								
AT2G04560	4	25	4								
AT2G04570	746	1004	682								
AT2G04580	0	0	0								
AT2G04590	0	0	0								
AT2G04600	0	0	0								
AT2G04610	0	0	0								
AT2G04620	1	19	7								
AT2G04622	0	0	0								
AT2G04625	0	0	0								
AT2G04630	3099	7577	2790								
AT2G04650	318	415	304								
AT2G04660	93	205	108								
AT2G04670	0	0	0								
AT2G04675	0	0	0								
AT2G04680	63	147	64								
AT2G04690	3607	7220	4368								
AT2G04700	2186	6232	2804								
AT2G04710	0	0	0								
AT2G04720	0	0	0								
AT2G04730	0	0	0								
AT2G04740	224	601	336								
AT2G04750	0	0	0								
AT2G04760	0	0	0								
AT2G04770	0	0	0								
AT2G04780	9001	7460	7920								
AT2G04790	171	278	206								
AT2G04795	16	19	6								
AT2G04800	1429	2375	1392								
AT2G04810	0	0	0								
AT2G04820	0	0	0								
AT2G04830	0	0	0								
AT2G04840	0	0	0								
AT2G04842	82	593	216								
AT2G04845	19	70	53								
AT2G04850	49	111	127								
AT2G04852	0	0	0								
AT2G04860	2	3	0								
AT2G04865	325	441	389								
AT2G04870	0	0	0								
AT2G04880	79	195	153								
AT2G04890	63	193	145								
AT2G04900	1727	4292	1852								
AT2G04910	0	0	0								
AT2G04920	0	0	0								
AT2G04925	0	0	0								
AT2G04930	0	0	0								
AT2G04940	113	473	235								
AT2G04950	0	0	0								
AT2G04970	0	0	0								
AT2G04980	0	0	0								
AT2G04990	0	0	0								
AT2G05000	0	0	0								
AT2G05010	0	0	0								
AT2G05020	0	0	0								
AT2G05025	0	0	0								
AT2G05030	0	0	0								
AT2G05040	0	0	0								
AT2G05050	0	0	0								
AT2G05060	0	0	0								
AT2G05070	4177	6907	4985								
AT2G05080	0	0	0								
AT2G05082	0	0	0								
AT2G05084	0	0	0								
AT2G05087	0	0	0								
AT2G05090	0	0	0								
AT2G05100	4950	5446	3737								
AT2G05110	0	0	0								
AT2G05115	0	0	0								
AT2G05117	0	0	0								
AT2G05120	304	696	534								
AT2G05130	0	0	0								
AT2G05133	0	0	0								
AT2G05140	0	0	0								
AT2G05150	0	0	0								
AT2G05160	44	67	36								
AT2G05170	861	1406	884								
AT2G05171	0	0	0								
AT2G05180	1	4	3								
AT2G05185	11	26	13								
AT2G05190	0	0	0								
AT2G05200	0	0	0								
AT2G05210	345	1202	490								
AT2G05220	18169	32909	25067								
AT2G05230	4	4	0								
AT2G05240	0	0	0								
AT2G05250	0	0	0								
AT2G05260	447	587	380								
AT2G05270	0	0	0								
AT2G05280	0	0	0								
AT2G05290	0	0	0								
AT2G05294	0	0	0								
AT2G05300	35	130	54								
AT2G05310	724	1936	900								
AT2G05320	315	278	229								
AT2G05330	44	127	40								
AT2G05335	0	0	0								
AT2G05340	0	0	0								
AT2G05350	0	0	0								
AT2G05360	0	0	0								
AT2G05370	12	12	7								
AT2G05380	51796	65693	35744								
AT2G05390	0	0	0								
AT2G05400	3	5	3								
AT2G05410	0	0	0								
AT2G05420	0	0	0								
AT2G05430	0	0	0								
AT2G05435	0	0	0								
AT2G05440	18	20	13								
AT2G05441	0	0	0								
AT2G05450	0	0	0								
AT2G05460	0	0	0								
AT2G05470	0	0	0								
AT2G05475	0	0	0								
AT2G05480	0	0	0								
AT2G05490	0	0	0								
AT2G05500	0	0	0								
AT2G05510	130	135	88								
AT2G05518	536	1125	566								
AT2G05520	157545	165786	92425								
AT2G05530	0	2	0								
AT2G05540	36102	59204	30269								
AT2G05550	0	0	0								
AT2G05560	0	0	0								
AT2G05562	0	0	0								
AT2G05564	0	0	0								
AT2G05567	0	0	0								
AT2G05570	0	0	0								
AT2G05580	1296	3254	3065								
AT2G05590	137	363	197								
AT2G05600	0	0	0								
AT2G05610	0	0	0								
AT2G05620	1047	2638	1005								
AT2G05630	285	731	288								
AT2G05632	126	292	203								
AT2G05635	0	0	0								
AT2G05640	0	0	0								
AT2G05642	0	0	0								
